CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 3511 Energy And Water Management,BP 3511 Year Adopted,BP 3511 Year of Policy Update if applicable,BP 3511 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP3511: Path to PDF,BP3511: PDF Text
54718600000000,Tulare,Cutler-Orosi Joint Unified,Town,Unified School District,3823,96,1,2010,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030614&revid=1N3VHjv5JtmzGD82PplusnslshNw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,0.0,0.0,0,0,1,1,0.5,5.0,0,5.5,0.5,3.0,0.5,8.5,Cutler-Orosi_Joint_Unified_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 01142010 last reviewed date 01142010 board education recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendent designee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle superintendent designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendent designee shall periodically report board district s progress meeting conservation management goal storm water management board desire ensure maximum extent practicable district reduce discharge pollutant water system order minimize threat water quality storm water runoff district designated state water resource control board regional water quality control board superintendent designee shall ensure district complies applicable general permit requirement superintendent designee shall develop storm water management plan shall submit plan resolution authorizing implementation plan board approval district s plan shall describe best management practice measurable goal timetable implementation following area 1 public education outreach storm water impact 2 public participation participation adoption implementation plan 3 illicit discharge detection elimination map program detect eliminate illicit nonstorm water discharge 4 construction site storm water runoff control reviewing construction plan inspecting site tracking construction site runoff well erosion sediment control 5 postconstruction storm water management developing design standard preventing runoff verifying proper maintenance operation control procedure 6 pollution prevention good housekeeping evaluating waste disposal material storage equipmentcleaning procedure spill prevention including bus maintenance facility superintendent designee shall regularly report board status district s implementation effort board policy manual cutlerorosi joint unified district
54719020000000,Tulare,Earlimart Elementary,Town,Elementary School District,1391,97,1,2022,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030766&revid=I0c0slshPz2slsh44VUxWIDhu5rA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,0.0,0.5,0,0.5,0.0,0.5,0.0,3.5,Earlimart_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 11082022 last reviewed date 11082022 board trustee recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendent designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider board policy manual earlimart school district
54719440000000,Tulare,Hope Elementary,Rural,Elementary School District,219,68,1,2019,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030940&revid=KAgfBH6R7wWYQ9JQHWJ7BQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.75,0,0.75,0.0,0.75,0.0,3.75,Hope_Elementary_Porterville_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 09112019 last reviewed date 09112019 board trustee recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendentprincipal designee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle superintendentprincipal designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal superintendentprincipal designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendentprincipal designee shall periodically report board district s progress meeting conservation management goal board policy manual hope elementary school district porterville
54719850000000,Tulare,Liberty Elementary,Rural,Elementary School District,819,46,1,2017,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030501&revid=2MveAjqwlFQdXz8yCUR4Vg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,0.5,1.5,0,1.5,0.0,0.5,0.5,4.5,Liberty_Elementary_Tulare_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 03142017 last revised date 06252019 last reviewed date 06252019 board trustee recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendentprincipal designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendentprincipal designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendentprincipal designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendentprincipal designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendentprincipal designee shall ensure district complies storm water discharge standard specified applicable general permit requirement coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendentprincipal designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 board policy manual liberty elementary school district
54720090000000,Tulare,Monson-Sultana Joint Union Elementary,Rural,Elementary School District,432,88,1,2019,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030572&revid=HzSslshCXwBn5MS0VYqk1oZQg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,0.0,0.0,0,0.0,0.0,0,0,0,0,0.5,1.0,0,1.0,0.0,0.5,0.0,4.0,Monson-Sultana_Joint_Union_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 08062019 last reviewed date 08062019 governing board recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendent designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider board policy manual monsonsultana joint union elementary school district
54720170000000,Tulare,Oak Valley Union Elementary,Rural,Elementary School District,565,76,1,2015,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031463&revid=1JbGQaKDSNJLGmdSUZhzng==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,0.0,1,0.0,1.0,0,0,0,1,0.5,3.25,1,4.25,0.0,2.25,0.5,7.25,Oak_Valley_Union_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 11172015 last reviewed date 11172015 board trustee recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendentprincipal designee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle superintendentprincipal designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal superintendentprincipal designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendentprincipal designee shall periodically report board district s progress meeting conservation management goal storm water management board desire ensure maximum extent practicable district reduce discharge pollutant water system order minimize threat water quality storm water runoff district designated state water resource control board regional water quality control board superintendentprincipal designee shall ensure district complies applicable general permit requirement superintendentprincipal designee shall develop storm water management plan shall submit plan resolution authorizing implementation plan board approval district s plan shall describe best management practice measurable goal timetable implementation following area 1 public education outreach storm water impact 2 public participation participation adoption implementation plan 3 illicit discharge detection elimination map program detect eliminate illicit nonstorm water discharge 4 construction site storm water runoff control reviewing construction plan inspecting site tracking construction site runoff well erosion sediment control 5 postconstruction storm water management developing design standard preventing runoff verifying proper maintenance operation control procedure 6 pollution prevention good housekeeping evaluating waste disposal material storage equipmentcleaning procedure spill prevention including bus maintenance facility superintendentprincipal designee shall regularly report board status district s implementation effort board policy manual oak valley union esd
54720330000000,Tulare,Palo Verde Union Elementary,Rural,Elementary School District,497,90,1,2019,2020,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030912&revid=S2wQcCou9uN4CzKrzWrACA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,Palo_Verde_Union_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 08142019 last revised date 04152020 last reviewed date 04152020 board trustee recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendentprincipal designee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle superintendentprincipal designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal superintendentprincipal designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendentprincipal designee shall periodically report board district s progress meeting conservation management goal storm water management board desire ensure maximum extent practicable district reduce discharge pollutant water system order minimize threat water quality storm water runoff district designated state water resource control board regional water quality control board superintendentprincipal designee shall ensure district complies applicable general permit requirement superintendentprincipal designee shall develop storm water management plan shall submit plan resolution authorizing implementation plan board approval district s plan shall describe best management practice measurable goal timetable implementation following area 1 public education outreach storm water impact 2 public participation participation adoption implementation plan 3 illicit discharge detection elimination map program detect eliminate illicit nonstorm water discharge 4 construction site storm water runoff control reviewing construction plan inspecting site tracking construction site runoff well erosion sediment control 5 postconstruction storm water management developing design standard preventing runoff verifying proper maintenance operation control procedure 6 pollution prevention good housekeeping evaluating waste disposal material storage equipmentcleaning procedure spill prevention including bus maintenance facility superintendentprincipal designee shall regularly report board status district s implementation effort board policy manual palo verde union school district
54720410000000,Tulare,Pixley Union Elementary,Rural,Elementary School District,861,97,1,2019,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030784&revid=HLCQHjLwkMeZT0vSKeaLsA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,0.0,0.0,0,0.0,0.0,0,0,0,1,0.5,1.5,0,1.5,0.0,1.0,0.0,4.5,Pixley_Union_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 08132019 last reviewed date 08132019 board trustee recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendent designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider board policy manual pixley union school district
54720580000000,Tulare,Pleasant View Elementary,Rural,Elementary School District,454,93,1,2008,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030786&revid=IOYTniPwEvAZ8UykwrbpVg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,0.0,0,1.0,1.0,0,0,0,1,0.0,1.75,0,1.75,0.0,1.75,0.0,4.75,Pleasant_View_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 09022008 last revised date 09102019 last reviewed date 09102019 governing board recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendent designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider board policy manual pleasant view elementary school district
54720900000000,Tulare,Rockford Elementary,Rural,Elementary School District,282,60,1,*,*,https://4.files.edl.io/c3c3/06/30/20/205126-583033f3-d5d7-4a83-81b7-7946930af4d2.pdf,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,0.0,1.0,0,1.0,0.0,1.0,0.0,4.0,Rockford_Elementary_BP3511.pdf,business noninstructional operation bp 3511 energy water management board trustee recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendentprincipal designee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle cf 3100 budget cf 3300 expenditure purchase cf 35111 integrated waste management cf 3512 equipment cf 61425 environmental education superintendentprincipal designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal cf 7110 facility master plan cf 7111 evaluating existing building superintendentprincipal designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendentprincipal designee shall periodically report board district s progress meeting conservation management goal legal reference see next page bp 3511 b energy water management continued legal reference education code 41422 school term session length failure comply due disaster 46392 emergency condition ada estimate public resource code 2541025421 energy conservation assistance water code 133835 storm water discharge monitoring requirement code regulation title 23 2200 discharge permit fee united state code title 33 1342 national pollutant discharge elimination system code federal regulation title 40 122112264 national pollutant discharge elimination system management resource california department education management advisory 011801 california s energy challenge 070690 water conservation advisory 9009 022290 average daily attendance credit period emergency 9001 web site csba http wwwcsbaorg alliance save energy http wwwaseorg california department education facility http wwwcdecagovlsfa california energy commission http wwwenergycagov california state water resource control board http wwwswrcbcagov department general resource green california sustainable school http wwwgreencagovgreenbuildingsschools policy rockford school district adopted july 11 2019 porterville california
54721570000000,Tulare,Strathmore Union Elementary,Suburban,Elementary School District,690,94,1,2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030210&revid=hwuplusozOuuUR7UX3kXqsyoA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,0.0,0,0.0,0.0,0,0,0,1,0.0,0.75,0,0.75,0.0,0.75,0.0,3.75,Strathmore_Union_Elementary_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 10102007 last reviewed date 10102007 governing board recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendent designee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle superintendent designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendent designee shall periodically report board district s progress meeting conservation management goal storm water management board desire ensure maximum extent practicable district reduce discharge pollutant water system order minimize threat water quality storm water runoff district designated state water resource control board regional water quality control board superintendent designee shall ensure district complies applicable general permit requirement superintendent designee shall develop storm water management plan shall submit plan resolution authorizing implementation plan board approval district s plan shall describe best management practice measurable goal timetable implementation following area 1 public education outreach storm water impact 2 public participation participation adoption implementation plan 3 illicit discharge detection elimination map program detect eliminate illicit nonstorm water discharge 4 construction site storm water runoff control reviewing construction plan inspecting site tracking construction site runoff well erosion sediment control 5 postconstruction storm water management developing design standard preventing runoff verifying proper maintenance operation control procedure 6 pollution prevention good housekeeping evaluating waste disposal material storage equipmentcleaning procedure spill prevention including bus maintenance facility superintendent designee shall regularly report board status district s implementation effort board policy manual strathmore union elementary school district
54721990000000,Tulare,Terra Bella Union Elementary,Town,Elementary School District,737,97,0,*,*,3000 Business and Non-Instructional Operations,2.5,0,0,0,0.0,0.0,0,1.0,0.0,0,0,0,0,0.0,1.0,0,1.0,0.0,1.0,0.0,3.5,,
54722070000000,Tulare,Three Rivers Union Elementary,Rural,Elementary School District,90,50,1,*,*,https://drive.google.com/drive/folders/1xQJvcPHqUFWOeZ21oYOh74Rs-Ey-mV5Z,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,1.0,1.5,0,1.5,0.0,0.5,0.0,4.5,Three_Rivers_Union_Elementary_BP3511.pdf,business noninstructional operation bp 3511 energy water management board trustee recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendentprincipal designee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle ff 3100 budget 3300 expenditure purchase 35111 integrated waste management 3512 equipment cf 61425 environmental education superintendentprincipal designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal 7110 facility master plan f 7111 evaluating existing building superintendentprincipal designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendentprincipal designee shall periodically report board district s progress meeting conservation management goal legal reference see next page bp 3511 b energy water management continued legal reference education code 41422 school term session length failure comply due disaster 46392 emergency condition ada estimate public resource code 2541025421 energy conservation assistance water code 133835 storm water discharge monitoring requirement code regulation title 23 2200 discharge permit fee united state code title 33 1342 national pollutant discharge elimination system code federal regulation title 40 122112264 national pollutant discharge elimination system management resource california department education management advisory 011801 california s energy challenge 070690 water conservation advisory 9009 022290 average daily attendance credit period emergency 9001 web site csba http www cshaorg alliance save energy http www aseorg california department education facility attp wwwcdecagovisfa california energy commission http www energycagov california state water resource control board http wwwswrcbcagov department general resource green california sustainable school http www greenca govgreenbuildingsschools policy three river union school district adopted three river california
54722150000000,Tulare,Tipton Elementary,Town,Elementary School District,501,95,1,2019,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030230&revid=vtXOZPTkrPI4slshTwmdslsh1qEg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.75,0,0.75,0.0,0.75,0.0,3.75,Tipton_Elementary_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 06112019 board trustee recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendentprincipal designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program cf 0200 goal school district cf 3100 budget cf 3300 expenditure purchase cf 3510 green school operation cf 35111 integrated waste management cf 3512 equipment cf 61425 environmental education superintendentprincipal designee may solicit input staff student parentsguardians regarding district s resource management program superintendentprincipal designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment cf 1150 commendation award superintendentprincipal designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency cf 7110 facility master plan cf 7111 evaluating existing building superintendentprincipal designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement cf 13301 joint use agreement cf 1400 relation governmental agency school superintendentprincipal designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendentprincipal designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 cf 3514 environmental safety board policy manual tipton elementary school district cf 35141 hazardous substance cf 35142 integrated pest management superintendentprincipal designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendentprincipal designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider cf 0450 comprehensive safety plan cf 3516 emergency disaster preparedness plan cf 35165 emergency schedule
54722310000000,Tulare,Tulare City,Suburban,Elementary School District,9253,79,1,2019,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030242&revid=mG4pg4YA0mbSJ0nQ8rwTOQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,1,0.0,0.0,0,1,0,0,1.0,3.5,0,3.5,0.0,2.0,0.5,6.5,Tulare_City_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 12132019 last reviewed date 12132019 board trustee recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendent designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 board policy manual tulare city school district
