CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 7111 Evaluating Existing Buildings,BP 7111 Year Adopted,BP 7111 Year of Policy Update if applicable,BP 7111 Link to Policy,AR: 7111 Evaluating Existing Buildings,AR 7111 Year Adopted,AR 7111 Year of Policy Update if applicable,AR 7111 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP7111: Path to PDF,BP7111: PDF Text,AR7111: Path to PDF,AR7111: PDF Text
54718600000000,Tulare,Cutler-Orosi Joint Unified,Town,Unified School District,3823,96,0.0,,,,1.0,2006,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030614&revid=b6oCGsE7dFlplusGHaMDJKzrA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,0.0,0.0,0,0,1,1,0.5,5.0,0,5.5,0.5,3.0,0.5,8.5,,,Cutler-Orosi_Joint_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 07202006 last reviewed date 07202006 superintendent designee shall periodically evaluate adequacy design existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff fulfill legal requirement safety structural soundness access disabled energy conservation event department general service licensed structural engineer licensed architect find report board education district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 energy efficiency evaluating existing building superintendent designee shall arrange preaudit postaudit school building utility firm extent service available information provided service shall used determine cost retrofitting building saving may result adding insulation making design modification using energyconserving device district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 report existing building capacity district shall submit onetime report existing school capacity state allocation board district s appropriate attendance area s existing school capacity shall calculated pursuant formula set forth education code 17071101707140 2 ccr 18591859106 board policy manual cutlerorosi joint unified district
54719020000000,Tulare,Earlimart Elementary,Town,Elementary School District,1391,97,1.0,2023,2023,2023,1.0,2023,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030766&revid=3qBob6mjKb5W8FS6n2ZSlQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,0.0,0.5,0,0.5,0.0,0.5,0.0,3.5,,,Earlimart_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 02072023 last reviewed date 02072023 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 17365 17374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual earlimart school district
54719440000000,Tulare,Hope Elementary,Rural,Elementary School District,219,68,0.0,,,,1.0,2019,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030940&revid=YrYplusZralsLslshFw79vEY7knQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.75,0,0.75,0.0,0.75,0.0,3.75,,,Hope_Elementary_School_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 09112019 last reviewed date 09112019 superintendentprincipal designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendentprincipal designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendentprincipal designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendentprincipal designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual hope elementary school district porterville
54719850000000,Tulare,Liberty Elementary,Rural,Elementary School District,819,46,0.0,,,,1.0,2017,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030501&revid=JXzvP3i4rORJslshIpweQ99yg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,0.5,1.5,0,1.5,0.0,0.5,0.5,4.5,,,Liberty_Elementary_Tulare_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 03142017 last reviewed date 03142017 superintendentprincipal designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendentprincipal designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendentprincipal designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendentprincipal designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual liberty elementary school district
54719930000000,Tulare,Lindsay Unified,Town,Unified School District,3987,90,0.0,*,*,*,1.0,2008,2008,https://techservices.vusd.org/boardpolicies/7000%20INDEX%20-%20FACILITIES.pdf,3.0,0,1,1,1.0,0.0,0,1.0,0.0,0,0,0,0,0.0,1.75,3,4.75,0.0,1.75,0.0,7.75,,,Lindsay_Unified_AR7111.pdf,facility ar 7111 evaluating existing building superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation cf 0410 nondiscrimination district program activity cf 3511 energy water management cf 3514 environmental safety cf 3515 campus security cf 3516 emergency disaster preparedness plan cf 3517 facility inspection addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process cf 7110 facility master plan structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 legal reference see next page ar 7111 b evaluating existing building continued legal reference education code 17070101707710 leroy f greene school facility act 1998 especially 17071101707140 existing school building capacity 1728017316 building approval 1736517374 fitness occupancy 1765017653 retrofitting school facility energy conservation government code 53097 compliance city county ordinance 530975 inspection school city county code regulation title 2 18591859106 regulation relating leroy f greene school facility act 1998 management resource csba publication maximizing school board governance school facility management web site csba http wwwcsbaorg california department education school facility division http wwwcdecagovlsfa california energy commission bright school program http wwwenergycagovefficiencybrightschools coalition adequate school housing http wwwcashnetorg department general service office public school construction http wwwopscdgscagov regulation visalia unified school district approved april 14 1997 visalia california revised march 9 2009 board policy committee revised september 26 2016
54720090000000,Tulare,Monson-Sultana Joint Union Elementary,Rural,Elementary School District,432,88,0.0,,,,1.0,2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030572&revid=xIwqxEeo9UN1eVZqKfV6xw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,0.0,0.0,0,0.0,0.0,0,0,0,0,0.5,1.0,0,1.0,0.0,0.5,0.0,4.0,,,Monson-Sultana_Joint_Union_Elementary_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 06162016 last reviewed date 06162016 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual monsonsultana joint union elementary school district
54720170000000,Tulare,Oak Valley Union Elementary,Rural,Elementary School District,565,76,0.0,,,,1.0,2015,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031463&revid=qYw1GZvMr2SaU7j1POMy1Q==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,0.0,1,0.0,1.0,0,0,0,1,0.5,3.25,1,4.25,0.0,2.25,0.5,7.25,,,Oak_Valley_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 11172015 last reviewed date 11172015 superintendentprincipal designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendentprincipal designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendentprincipal designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 17365 17374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendentprincipal designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual oak valley union esd
54720330000000,Tulare,Palo Verde Union Elementary,Rural,Elementary School District,497,90,0.0,,,,1.0,2019,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030912&revid=ctuqUDMnxgDUXOX45yTUAA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,,,Palo_Verde_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 08142019 last reviewed date 08142019 superintendentprincipal designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendentprincipal designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendentprincipal designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendentprincipal designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual palo verde union school district
54720410000000,Tulare,Pixley Union Elementary,Rural,Elementary School District,861,97,0.0,0,,,1.0,2012,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030784&revid=5aUzh0QQM96fR2kReK3bGw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,0.0,0.0,0,0.0,0.0,0,0,0,1,0.5,1.5,0,1.5,0.0,1.0,0.0,4.5,,,Pixley_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 04102012 last reviewed date 04102012 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual pixley union school district
54720580000000,Tulare,Pleasant View Elementary,Rural,Elementary School District,454,93,0.0,,,,1.0,2008,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030786&revid=WqSMYZslshVfPgAhFC9wplusQ5Ow==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,0.0,0,1.0,1.0,0,0,0,1,0.0,1.75,0,1.75,0.0,1.75,0.0,4.75,,,Pleasant_View_Elementary_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 09022008 last reviewed date 09022008 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual pleasant view elementary school district
54720900000000,Tulare,Rockford Elementary,Rural,Elementary School District,282,60,0.0,,,,1.0,2019,,https://4.files.edl.io/2dfe/06/30/20/205641-2dda9219-ca91-4124-a48e-ed2ebfaef6cc.pdf,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,0.0,1.0,0,1.0,0.0,1.0,0.0,4.0,,,Rockford_Elementary_AR7111.pdf,facility ar 7111 evaluating existing building superintendentprincipal designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation cf 0410 nondiscrimination district program activity cf 3511 energy water management cf 3514 environmental safety cf 3515 campus security cf 3516 emergency disaster preparedness plan cf 3517 facility inspection addition superintendentprincipal designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process cf 7110 facility master plan structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendentprincipal designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendentprincipal designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 legal reference see next page ar 7111 b evaluating existing building continued legal reference education code 17070101707710 leroy f greene school facility act 1998 especially 17071101707140 existing school building capacity 1728017316 building approval 1736517374 fitness occupancy 1765017653 retrofitting school facility energy conservation government code 53097 compliance city county ordinance 530975 inspection school city county code regulation title 2 18591859106 regulation relating leroy f greene school facility act 1998 management resource csba publication maximizing school board governance school facility management web site csba http wwwcsbaorg california department education school facility division http wwwcdecagovlsfa california energy commission bright school program http wwwenergycagovefficiencybrightschools coalition adequate school housing http wwwcashnetorg department general service office public school construction http wwwopscdgscagov regulation rockford school district approved july 11 2019 porterville california
54721570000000,Tulare,Strathmore Union Elementary,Suburban,Elementary School District,690,94,0.0,,,,1.0,2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030210&revid=whLmONAdO1Ev15B023aenA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,0.0,0,0.0,0.0,0,0,0,1,0.0,0.75,0,0.75,0.0,0.75,0.0,3.75,,,Strathmore_Union_Elementary_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 06132016 last reviewed date 06132016 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual strathmore union elementary school district
54721730000000,Tulare,Sundale Union Elementary,Rural,Elementary School District,844,39,0.0,,,,1.0,2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030214&revid=xzJwq1pe7WAm5CVF8o3fUQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,1.0,0,0,0,0.0,0.0,0,,0.0,0,0,0,1,1.0,1.5,1,2.5,0.0,0.5,0.0,3.5,,,Sundale_Union_Elementary_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 07262016 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation cf 0410 nondiscrimination district program activity cf 3511 energy water management cf 3514 environmental safety cf 3515 campus security cf 3516 emergency disaster preparedness plan cf 3517 facility inspection addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process cf 7110 facility master plan structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual sundale union elementary school district
54721990000000,Tulare,Terra Bella Union Elementary,Town,Elementary School District,737,97,0.0,,,,1.0,1989,,https://drive.google.com/file/d/11Pi-S-kH6ZK1I8lJu73s-MChiRvesWxf/view,2.5,0,0,0,0.0,0.0,0,1.0,0.0,0,0,0,0,0.0,1.0,0,1.0,0.0,1.0,0.0,3.5,,,,
54722150000000,Tulare,Tipton Elementary,Town,Elementary School District,501,95,0.0,,,,1.0,2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030230&revid=mbLkBKZLnX68YVMKuseiuQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.75,0,0.75,0.0,0.75,0.0,3.75,,,Tipton_Elementary_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 06122007 superintendentprincipal designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation cf 0410 nondiscrimination district program activity cf 3511 energy water conservation cf 3514 environmental safety cf 3515 campus security cf 3516 emergency disaster preparedness plan cf 3517 facility inspection addition superintendentprincipal designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process cf 7110 facility master plan structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendentprincipal designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendentprincipal designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual tipton elementary school district
54722310000000,Tulare,Tulare City,Suburban,Elementary School District,9253,79,0.0,,,,1.0,2005,2008,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030242&revid=aFFpTJvslshqEu4bXZWxgzjPA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,1,0.0,0.0,0,1,0,0,1.0,3.5,0,3.5,0.0,2.0,0.5,6.5,,,Tulare_City_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 09132005 last revised date 03112008 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation cf 0410 nondiscrimination district program activity cf 3511 energy water conservation cf 3514 environmental safety cf 3515 campus security cf 3516 emergency disaster preparedness plan cf 3517 facility inspection addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process cf 7110 facility master plan structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual tulare city school district
54722490000000,Tulare,Tulare Joint Union High,Suburban,High School District,5673,81,0.0,,,,1.0,2009,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030233&revid=brr4LtgdRaJYYZkZKVeLfg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,0.0,0,0.0,0.0,0,1,0,1,1.5,4.75,0,5.25,0.5,2.25,0.5,7.75,,,Tulare_Joint_Union_High_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 07152009 last revised date 06232016 last reviewed date 06232016 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual tulare joint union high school
